bird_id,colony,visit_count
XL1438-YMOB,SPRA_38,642
XL1439-KMOK,SPRA_38,507
XL1442-WMYW,SPRA_38,324
XL1443-OMPY,SPRA_08,26
XL1443-OMPY,SPRA_40,1541
XL1446-YMRW,SPRA_40,1390
XL1448-PMYK,SPRA_03,4
XL1448-PMYK,SPRA_08,19
XL1448-PMYK,SPRA_35,1
XL1448-PMYK,SPRA_40,8
XL1450-WMRW,SPRA_40,382
XL1451-WMOB,SPRA_40,600
XL1455-BMWO,SPRA_40,2208
XL1457-BMYK,SPRA_40,179
XL1461-OMWO,SPRA_03,518
XL1462-YMOW,LLOD_11,854
XL1465-OMKW,SPRA_38,925
XL1466-PMWY,SPRA_38,735
XL1474-OMYW,SPRA_03,1403
XL1475-KMRB,SPRA_35,235
XL1482-WMWY,SPRA_38,376
XL1484-RMOR,SPRA_03,429
XL1484-RMOR,SPRA_35,2
XL1485-OMPW,SPRA_35,1
XL1485-OMPW,SPRA_39,101
XL1485-OMPW,SPRA_40,2
XL1487-KMWB,SPRA_03,81
XL1488-YMWB,SPRA_03,254
XL1495-BMKB,SPRA_03,72
XL1499-BMBW,MSTO_29,156
XL1502-WMYO,SPRA_39,18
XL1502-WMYO,SPRA_40,489
XL1506-MRYP,MSTO_28,1
XL1506-MRYP,MSTO_29,25
XL1507-MBOP,MSTO_29,28
XL1528-RMWY,SPRA_03,390
XL1533-YMOR,SPRA_03,286
XL1546-YRMB,MSTO_28,571
XL1549-BMWY,SPRA_03,9
XL1550-YMKW,SPRA_03,923
XL1550-YMKW,SPRA_34,135
XL1555-WMPO,SPRA_03,881
XL1565-RMYB,SPRA_03,276
XL1566-OMBW,SPRA_08,4
XL1566-OMBW,SPRA_40,218
XL1568-OMYY,SPRA_03,1
XL1568-OMYY,SPRA_08,9
XL1568-OMYY,SPRA_40,137
XL1569-BKOM,LLOD_11,455
XL1570-KORM,LLOD_11,814
XL1571-OBKM,LLOD_05,1
XL1571-OBKM,LLOD_07,2
XL1571-OBKM,LLOD_09,2
XL1571-OBKM,LLOD_11,2
XL1572-ROWM,LLOD_11,1121
XL1573-WROM,LLOD_11,286
XL1574-YWRM,LLOD_11,198
XL1575-BOKM,LLOD_11,186
XL1577-RBOM,LLOD_11,553
XL1578-WKOM,LLOD_11,485
XL1580-KBWM,LLOD_09,61
XL1580-KBWM,LLOD_11,212
XL1581-KYWM,LLOD_11,537
XL1582-ROBM,LLOD_01,7
XL1582-ROBM,LLOD_04,2
XL1582-ROBM,LLOD_05,2
XL1582-ROBM,LLOD_06,1
XL1582-ROBM,LLOD_09,2
XL1582-ROBM,LLOD_10,61
XL1582-ROBM,LLOD_11,10
XL1583-YBKM,LLOD_11,323
XL1584-RWPM,MSTO_29,6
XL1585-OKBM,LLOD_11,257
XL1586-ROYM,LLOD_11,242
XL1587-YBRM,LLOD_11,729
XL1588-BKYM,LLOD_09,145
XL1589-KOOM,LLOD_09,4
XL1590-ORKM,LLOD_09,17
XL1590-ORKM,LLOD_15,1
XL1591-RBRM,LLOD_09,625
XL1591-RBRM,LLOD_10,3
XL1592-WKBM,LLOD_09,227
XL1593-YKWM,LLOD_09,203
XL1594-OYPM,LLOD_09,4
XL1595-PWYM,LLOD_09,137
XL1596-RPWM,LLOD_05,1
XL1596-RPWM,LLOD_06,2
XL1596-RPWM,LLOD_09,79
XL1597-BYOM,LLOD_09,95
XL1599-OKRM,LLOD_09,484
XL1600-RRBM,LLOD_09,160
XL1601-WRWM,LLOD_05,3
XL1601-WRWM,LLOD_09,63
XL1601-WRWM,LLOD_11,1
XL1602-YWKM,LLOD_04,1
XL1602-YWKM,LLOD_09,347
XL1603-PYWM,LLOD_12,213
XL1604-KKPM,LLOD_09,1
XL1604-KKPM,LLOD_11,1
XL1604-KKPM,LLOD_12,225
XL1605-WYOM,LLOD_11,164
XL1607-YRBM,LLOD_13,541
XL1609-OWKM,LLOD_13,1030
XL1609-OWKM,SPRA_03,1
XL1610-YBYM,LLOD_13,188
XL1612-PORM,LLOD_12,107
XL1613-KMKO,SPRA_38,172
XL1614-KROM,LLOD_10,75
XL1615-WBRM,LLOD_03,223
XL1615-WBRM,LLOD_04,13
XL1615-WBRM,LLOD_05,192
XL1615-WBRM,LLOD_15,5
XL1616-KYRM,LLOD_01,186
XL1616-KYRM,LLOD_03,39
XL1616-KYRM,LLOD_04,8
XL1616-KYRM,LLOD_05,1
XL1616-KYRM,LLOD_06,11
XL1616-KYRM,LLOD_07,3
XL1617-OBYM,LLOD_01,39
XL1617-OBYM,LLOD_03,102
XL1618-RKOM,LLOD_01,366
XL1618-RKOM,LLOD_02,1
XL1618-RKOM,LLOD_03,33
XL1618-RKOM,LLOD_04,10
XL1618-RKOM,LLOD_06,1
XL1618-RKOM,LLOD_07,3
XL1619-WBYM,LLOD_01,10
XL1619-WBYM,LLOD_02,4
XL1619-WBYM,LLOD_03,875
XL1620-RORM,LLOD_01,6
XL1620-RORM,LLOD_03,146
XL1620-RORM,LLOD_04,1
XL1620-RORM,LLOD_07,4
XL1620-RORM,LLOD_11,3
XL1621-PYOM,LLOD_04,117
XL1621-PYOM,LLOD_05,80
XL1622-RYKM,LLOD_04,322
XL1622-RYKM,LLOD_05,411
XL1623-WOBM,LLOD_04,129
XL1623-WOBM,LLOD_05,335
XL1624-BOPM,LLOD_05,289
XL1625-BKRM,LLOD_05,1
XL1626-RMYR,SPRA_03,2641
XL1626-RMYR,SPRA_40,1
XL1627-WMKW,SPRA_03,169
XL1627-WMKW,SPRA_35,1
XL1628-KMKY,SPRA_03,830
XL1629-YMWK,SPRA_03,813
XL1629-YMWK,SPRA_35,2
XL1630-YOWM,LLOD_11,548
XL1631-RKBM,LLOD_11,75
XL1632-KYKM,LLOD_12,52
XL1633-KBOM,LLOD_12,507
XL1634-KYBM,LLOD_15,593
XL1635-OBRM,LLOD_10,2
XL1635-OBRM,LLOD_15,1199
XL1636-RBWM,LLOD_15,601
XL1637-WKYM,LLOD_15,969
XL1638-YBOM,LLOD_15,360
XL1639-KOPM,LLOD_15,268
XL1640-PROM,LLOD_01,1411
XL1640-PROM,LLOD_15,770
XL1641-KPYM,LLOD_15,673
XL1642-OBWM,LLOD_15,540
XL1643-RWBM,LLOD_15,342
XL1644-WBKM,LLOD_15,594
XL1645-YKOM,LLOD_15,411
XL1646-WYPM,LLOD_04,2
XL1646-WYPM,LLOD_15,166
XL1647-PKOM,LLOD_01,2
XL1647-PKOM,LLOD_02,543
XL1647-PKOM,LLOD_03,5
XL1647-PKOM,LLOD_13,1
XL1647-PKOM,LLOD_15,558
XL1648-BPWM,LLOD_02,2
XL1648-BPWM,LLOD_15,623
XL1651-OWYM,LLOD_14,526
XL1651-OWYM,LLOD_15,310
XL1652-WRKM,LLOD_02,432
XL1652-WRKM,LLOD_03,1
XL1653-YRWM,LLOD_02,311
XL1653-YRWM,LLOD_14,2
XL1654-WOPM,LLOD_15,633
XL1656-PWBM,LLOD_06,2
XL1656-PWBM,LLOD_14,606
XL1656-PWBM,LLOD_15,90
XL1657-YPKM,LLOD_13,305
XL1658-WOKM,LLOD_09,662
XL1658-WOKM,LLOD_10,1
XL1659-YROM,LLOD_09,217
XL1660-YWYM,LLOD_01,639
XL1660-YWYM,LLOD_03,1
XL1661-WORM,LLOD_01,207
XL1662-BKWM,LLOD_05,415
XL1662-BKWM,LLOD_07,1
XL1663-KWYM,LLOD_02,1
XL1663-KWYM,LLOD_03,1
XL1663-KWYM,LLOD_05,391
XL1663-KWYM,LLOD_06,3
XL1664-OKYM,LLOD_05,118
XL1665-RYWM,LLOD_06,159
XL1666-WRBM,LLOD_01,1
XL1666-WRBM,LLOD_03,1
XL1666-WRBM,LLOD_04,3
XL1666-WRBM,LLOD_06,275
XL1667-YKRM,LLOD_06,295
XL1668-YOBM,LLOD_06,291
XL1669-BYWM,LLOD_05,135
XL1670-RBKM,LLOD_05,18
XL1670-RBKM,LLOD_06,612
XL1670-RBKM,LLOD_11,9
XL1671-KBPM,LLOD_05,205
XL1672-POBM,LLOD_05,472
XL1673-PWKM,LLOD_04,1
XL1673-PWKM,LLOD_05,540
XL1674-OWOM,LLOD_05,741
XL1675-ORBM,LLOD_05,2
XL1675-ORBM,LLOD_06,1
XL1676-BOWM,LLOD_07,383
XL1677-KOYM,LLOD_04,1
XL1677-KOYM,LLOD_06,1
XL1677-KOYM,LLOD_07,121
XL1678-WRYM,LLOD_07,366
XL1679-KRKM,LLOD_07,150
XL1680-YOKM,LLOD_09,178
XL1680-YOKM,LLOD_11,1
XL1681-KYOM,LLOD_02,134
XL1681-KYOM,LLOD_15,443
XL1682-BYRM,LLOD_15,145
XL1683-WKWM,LLOD_15,78
XL1684-BWPM,LLOD_15,966
XL1685-WYBM,LLOD_15,485
XL1686-RWRM,LLOD_14,143
XL1686-RWRM,LLOD_15,147
XL1687-WYWM,LLOD_01,1
XL1687-WYWM,LLOD_02,8
XL1687-WYWM,LLOD_03,1
XL1687-WYWM,LLOD_10,79
XL1689-RKWM,LLOD_01,3
XL1689-RKWM,LLOD_04,2
XL1689-RKWM,LLOD_05,30
XL1689-RKWM,LLOD_06,337
XL1689-RKWM,LLOD_11,13
XL1690-RYBM,LLOD_01,904
XL1690-RYBM,LLOD_02,3
XL1690-RYBM,LLOD_03,2
XL1690-RYBM,LLOD_05,54
XL1690-RYBM,LLOD_15,50
XL1691-YRKM,LLOD_10,1
XL1691-YRKM,LLOD_15,1
XL1693-RMWK,SPRA_38,154
XL1698-WBOM,LLOD_14,122
