bird_id,colony,visit_count
L00501-GOKM,LLOD_40,4
L00503-WGPM,LLOD_39,148
L00504-RYGM,LLOD_39,237
L00504-RYGM,LLOD_40,2
L00505-PGWM,LLOD_39,191
L00505-PGWM,LLOD_40,12
L00506-GKYM,LLOD_39,159
L00506-GKYM,LLOD_40,2
L00507-BOGM,LLOD_40,950
L00508-GPGM,LLOD_40,951
L00509-PGYM,LLOD_40,1120
L00510-KGWM,LLOD_40,790
L00511-KPGM,LLOD_40,892
L00512-OGKM,LLOD_40,1344
L00513-YGYM,LLOD_40,590
L00514-RWGM,LLOD_40,763
L00515-PWGM,LLOD_40,921
L00516-GORM,LLOD_40,956
L00517-YPBM,LLOD_40,575
L00518-RPOM,LLOD_40,565
L00519-WPOM,LLOD_40,176
L00520-YKPM,LLOD_38,163
L00522-GMOB,SPRA_02,92
L00522-GMOB,SPRA_50,1
L00523-GYYM,LLOD_40,346
L00523-GYYM,LLOD_41,1
L00524-OKPM,LLOD_41,23
L00525-BPYM,LLOD_39,2
L00525-BPYM,LLOD_40,25
L00525-BPYM,LLOD_41,97
L00526-ROGM,LLOD_40,337
L00527-PWWM,LLOD_40,2
L00527-PWWM,LLOD_41,48
L00529-MYPO,MSTO_28,45
L00529-MYPO,MSTO_30,2
L00530-MBPR,MSTO_28,19
L00531-MWKP,MSTO_28,122
L00531-MWKP,MSTO_30,4
L00531-MWKP,MSTO_35,1
L00539-KMPP,SPRA_42,27
L00548-GGOM,LLOD_10,32
L01409-OBOM,LLOD_39,101
L01409-OBOM,LLOD_40,2
L01411-WWKM,LLOD_38,1
L01412-YGMRR,SPRA_02,2
L01412-YGMRR,SPRA_42,138
L01414-YGMWW,LLOD_05,16
L01414-YGMWW,SPRA_42,124
L01419-KMYY,SPRA_42,227
L01421-YMWW,SPRA_42,37
L01422-KMWR,SPRA_42,814
L01422-KMWR,SPRA_51,1
L01423-RMWO,SPRA_42,454
L01425-YGMOY,SPRA_08,2
L01425-YGMOY,SPRA_35,65
L01425-YGMOY,SPRA_42,32
L01425-YGMOY,SPRA_50,7
L01425-YGMOY,SPRA_52,18
L01429-KMOO,SPRA_35,1
L01429-KMOO,SPRA_42,247
L01431-BMWW,SPRA_42,220
L01432-RMYP,SPRA_42,127
L01434-WMKK,SPRA_42,403
L01435-RMOY,SPRA_42,235
L01436-OMBB,SPRA_42,195
L01436-OMBB,SPRA_50,1
L01436-OMBB,SPRA_53,1
L01437-YMWP,SPRA_42,409
L01437-YMWP,SPRA_50,7
L01438-BMYY,MSTO_29,3
L01438-BMYY,MSTO_30,1
L01438-BMYY,SPRA_42,141
L01440-OMPK,SPRA_42,276
L01441-RMPK,SPRA_42,135
L01441-RMPK,SPRA_53,3
L01442-OMRP,SPRA_42,898
L01443-RMRP,SPRA_42,251
L01444-PMOW,SPRA_42,163
L01445-PMRO,SPRA_42,482
L01448-YMYP,SPRA_42,241
L01449-WMYP,SPRA_42,314
L01450-PMRK,SPRA_42,399
L01453-BMRP,SPRA_42,679
L01454-OMBP,SPRA_42,254
L01457-WMPR,SPRA_08,1
L01457-WMPR,SPRA_42,482
L01457-WMPR,SPRA_52,32
L01459-PMOR,SPRA_08,1
L01459-PMOR,SPRA_35,111
L01459-PMOR,SPRA_42,36
L01459-PMOR,SPRA_52,251
L01461-BMYP,SPRA_42,111
L01462-WMWP,SPRA_42,303
L01463-WMBP,SPRA_42,434
L01464-RMWP,SPRA_42,164
L01465-PMWB,SPRA_42,388
L01465-PMWB,SPRA_52,1
L01467-KMYP,SPRA_42,396
L01469-MYGKO,MSTO_28,3
L01469-MYGKO,MSTO_30,638
L01469-MYGKO,MSTO_31,1
L01470-OMKK,SPRA_42,427
L01471-OYYM,LLOD_05,753
L01474-KWBM,LLOD_04,489
L01474-KWBM,LLOD_34,3
L01476-YKBM,LLOD_05,5
L01477-BWOM,LLOD_05,368
L01478-YRRM,MSTO_29,14
L01479-YYWM,LLOD_05,234
L01484-YWPM,LLOD_05,426
L01487-YBWM,LLOD_04,691
L01487-YBWM,LLOD_05,1
L01491-KMWW,SPRA_42,11
L01492-WMWO,SPRA_02,1
L01492-WMWO,SPRA_42,586
L01493-WMYK,SPRA_42,131
L01497-MPWR,MSTO_28,4
L01497-MPWR,MSTO_29,1
L01497-MPWR,MSTO_30,327
L01498-MOBP,MSTO_29,314
L01503-OYBM,LLOD_05,18
L01503-OYBM,LLOD_10,1
L01505-YYRM,LLOD_05,53
L01513-OWBM,LLOD_05,430
L01514-BKBM,LLOD_05,578
L01516-RRWM,LLOD_05,1
L01516-RRWM,LLOD_34,1
L01518-YOYM,LLOD_05,489
L01521-YWBM,LLOD_34,2
L01521-YWBM,LLOD_36,17
L01522-BROM,LLOD_05,307
L01523-OKOM,LLOD_05,226
L01525-WRPM,LLOD_05,116
L01526-RBYM,LLOD_05,379
L01528-BWKM,LLOD_36,23
L01530-WWOM,LLOD_05,521
L01531-BRWM,LLOD_36,8
L01532-OOPM,LLOD_10,147
L01534-BWWM,LLOD_36,63
L01535-RYPM,LLOD_05,443
L01536-RKRM,LLOD_36,35
L01542-WOWM,LLOD_10,2
L01542-WOWM,LLOD_37,63
L01546-BMYO,SPRA_41,61
L01547-BMYW,SPRA_02,372
L01547-BMYW,SPRA_42,3
L01548-RMPY,SPRA_02,413
L01548-RMPY,SPRA_50,2
L01550-YGMKK,SPRA_02,1
L01550-YGMKK,SPRA_42,968
L01551-YGMKR,SPRA_42,418
L01552-MWWP,MSTO_29,844
L01552-MWWP,MSTO_30,1
L01554-KBBM,LLOD_05,238
L01556-KWKM,LLOD_05,127
L01557-WYYM,LLOD_38,27
L01557-WYYM,LLOD_40,2
L01562-RWOM,LLOD_37,2
L01568-YYPM,LLOD_10,5
L01568-YYPM,LLOD_34,475
L01573-KOKM,LLOD_05,1
L01573-KOKM,LLOD_34,194
L01577-KMWK,LLOD_05,2
L01584-YYBM,SPRA_42,181
L01593-WBYGM,LLOD_05,91
L01593-WBYGM,LLOD_10,17
L01595-WMOP,SPRA_02,295
L01595-WMOP,SPRA_50,55
L01595-WMOP,SPRA_51,40
L01597-OMPB,SPRA_02,149
L01597-OMPB,SPRA_50,93
L01597-OMPB,SPRA_51,61
L01598-PMYR,SPRA_42,610
L01598-PMYR,SPRA_53,1
L01599-PMWO,SPRA_08,1
L01599-PMWO,SPRA_35,138
L01599-PMWO,SPRA_41,2
L01599-PMWO,SPRA_42,11
L01599-PMWO,SPRA_50,3
L01599-PMWO,SPRA_51,3
L01599-PMWO,SPRA_52,1
L01599-PMWO,SPRA_53,3
XL1402-MOOP,MSTO_28,277
XL1402-MOOP,MSTO_30,3
XL1415-WMBY,SPRA_42,48
XL1421-BMWP,SPRA_42,412
XL1427-PMRW,SPRA_42,967
XL1431-BMBP,SPRA_42,239
XL1438-YMOB,SPRA_42,391
XL1442-WMYW,SPRA_42,448
XL1448-PMYK,SPRA_42,623
XL1451-WMOB,SPRA_42,949
XL1455-BMWO,SPRA_42,898
XL1457-BMYK,SPRA_42,178
XL1461-OMWO,SPRA_42,415
XL1462-YMOW,LLOD_38,69
XL1465-OMKW,SPRA_42,501
XL1484-RMOR,SPRA_41,235
XL1484-RMOR,SPRA_42,1
XL1484-RMOR,SPRA_53,257
XL1485-OMPW,SPRA_42,401
XL1502-WMYO,SPRA_42,189
XL1506-MRYP,MSTO_28,12
XL1506-MRYP,MSTO_29,17
XL1506-MRYP,MSTO_30,1
XL1507-MBOP,MSTO_29,559
XL1549-BMWY,SPRA_42,1261
XL1555-WMPO,SPRA_41,341
XL1555-WMPO,SPRA_53,234
XL1559-MPKP,MSTO_28,4
XL1559-MPKP,MSTO_29,926
XL1566-OMBW,SPRA_42,901
XL1568-_ _YGM,MSTO_29,126
XL1587-YBRM,MSTO_29,2
XL1591-RBRM,LLOD_10,2
XL1596-RPWM,LLOD_05,406
XL1597-BYOM,LLOD_05,159
XL1597-BYOM,LLOD_10,1
XL1599-OKRM,LLOD_05,565
XL1609-OWKM,LLOD_39,282
XL1614-KROM,LLOD_10,1
XL1614-KROM,LLOD_34,59
XL1614-KROM,LLOD_39,1
XL1614-KROM,LLOD_41,1
XL1617-OBYM,LLOD_05,535
XL1618-RKOM,LLOD_05,763
XL1622-RYKM,LLOD_04,155
XL1622-RYKM,LLOD_05,3
XL1623-WOBM,LLOD_04,26
XL1624-BOPM,LLOD_05,266
XL1626-RMYR,SPRA_02,2673
XL1628-KMKY,SPRA_02,181
XL1628-KMKY,SPRA_50,30
XL1630-YOWM,LLOD_40,686
XL1633-KBOM,LLOD_38,88
XL1634-KYBM,LLOD_05,886
XL1635-OBRM,LLOD_05,246
XL1646-WYPM,LLOD_39,86
XL1647-PKOM,LLOD_05,334
XL1650-KBYM,LLOD_05,9
XL1650-KBYM,LLOD_38,10
XL1661-WORM,LLOD_05,308
XL1662-BKWM,LLOD_05,230
XL1663-KWYM,LLOD_05,629
XL1664-OKYM,LLOD_05,309
XL1665-RYWM,LLOD_05,647
XL1670-RBKM,LLOD_05,488
XL1680-YOKM,LLOD_05,364
XL1682-BYRM,LLOD_05,630
XL1684-BWPM,LLOD_05,238
XL1694-MWROO,MSTO_28,6
XL1694-MWROO,MSTO_30,499
XL1694-MWROO,MSTO_31,162
XL1699-WRMRB,SPRA_42,204
