bird_id,colony,visit_count
K84525-MBBO,MSTO_24,478
K84526-MRYW,MSTO_01,135
K84527-MKKO,MSTO_10,621
K84527-MKKO,MSTO_21,5
K84527-MKKO,MSTO_22,3
K84529-MKYW,MSTO_01,4
K84529-MKYW,MSTO_18,281
K84529-MKYW,MSTO_25,2
K84531-MWRO,MSTO_01,20
K84532-MBWY,MSTO_18,1
K84532-MBWY,MSTO_19,1
K84532-MBWY,MSTO_21,397
K84532-MBWY,MSTO_24,1
K84535-MOKR,MSTO_01,11
K84536-MBYK,MSTO_01,355
K84537-MORB,MSTO_01,1013
K84539-MRBW,MSTO_25,27
K84540-MWYW,MSTO_10,683
K84541-MKRO,MSTO_10,928
K84541-MKRO,MSTO_22,8
K84542-MBKY,MSTO_10,88
K84542-MBKY,MSTO_22,106
K84542-MBKY,MSTO_23,1
K84543-MYKR,MSTO_10,28
K84543-MYKR,MSTO_22,5
K84543-MYKR,MSTO_23,14
K84543-MYKR,MSTO_25,17
K84544-MBBR,MSTO_10,857
K84546-MBOR,MSTO_01,1061
K84546-MBOR,MSTO_10,4
K84546-MBOR,MSTO_23,6
K84547-MYKB,MSTO_25,93
K84548-MWYR,MSTO_10,38
K84548-MWYR,MSTO_22,85
K84550-MOOY,MSTO_10,1255
K84550-MOOY,MSTO_22,18
K84551-MWWR,MSTO_20,3
K84551-MWWR,MSTO_21,15
K84552-MRRY,MSTO_20,14
K84553-MWRK,MSTO_20,44
K84556-MRYR,MSTO_03,260
K84556-MRYR,MSTO_05,89
K84556-MRYR,MSTO_19,3
K84556-MRYR,MSTO_21,4
K84558-MOYW,MSTO_03,262
K84559-MYBY,MSTO_01,239
K84559-MYBY,MSTO_03,6
K84559-MYBY,MSTO_04,1
K84559-MYBY,MSTO_18,2
K84559-MYBY,MSTO_19,2
K84562-MBBW,MSTO_10,118
K84562-MBBW,MSTO_22,544
K84563-MBRK,MSTO_03,3
K84563-MBRK,MSTO_04,169
K84563-MBRK,MSTO_19,1
K84563-MBRK,MSTO_21,22
K84570-MBOB,MSTO_01,10
K84574-MKBR,MSTO_10,366
K84574-MKBR,MSTO_22,50
K84574-MKBR,MSTO_23,235
K84575-MRRB,MSTO_20,3
K84576-MKBB,MSTO_10,1
K84576-MKBB,MSTO_20,30
K84578-MBOO,MSTO_10,1
K84578-MBOO,MSTO_19,1
K84578-MBOO,MSTO_20,27
K84578-MBOO,MSTO_21,3
K84578-MBOO,SPRA_08,1
K84578-MBOO,SPRA_15,2
K84578-MBOO,SPRA_18,1
K84582-MOYY,MSTO_10,782
K84582-MOYY,MSTO_22,16
K84582-MOYY,MSTO_23,151
K84590-MWKW,MSTO_23,1
K84590-MWKW,MSTO_25,68
K84593-MRKK,MSTO_10,2
K84593-MRKK,MSTO_20,3
K84593-MRKK,MSTO_23,4
K84594-MWBB,MSTO_04,1
K84594-MWBB,MSTO_10,625
K84594-MWBB,MSTO_22,10
K84598-MYOB,MSTO_20,29
K84601-MBBK,MSTO_19,192
K84602-MKOY,MSTO_03,88
K84602-MKOY,SPRA_07,2
K84602-MKOY,SPRA_10,5
K84603-BMBK,SPRA_01,80
K84603-BMBK,SPRA_02,1
K84603-BMBK,SPRA_09,68
K84603-BMBK,SPRA_12,4
K84603-BMBK,SPRA_13,1
K84604-KMKR,SPRA_01,1
K84604-KMKR,SPRA_02,2
K84604-KMKR,SPRA_08,9
K84604-KMKR,SPRA_09,55
K84604-KMKR,SPRA_11,2
K84604-KMKR,SPRA_12,1
K84604-KMKR,SPRA_14,1
K84605-OMOW,SPRA_01,1653
K84605-OMOW,SPRA_12,1
K84605-OMOW,SPRA_17,258
K84606-RMWB,SPRA_06,730
K84606-RMWB,SPRA_08,2
K84606-RMWB,SPRA_23,1
K84607-BMKO,SPRA_01,4
K84607-BMKO,SPRA_06,749
K84607-BMKO,SPRA_09,1
K84607-BMKO,SPRA_11,2
K84607-BMKO,SPRA_12,3
K84607-BMKO,SPRA_13,1
K84607-BMKO,SPRA_16,3
K84607-BMKO,SPRA_24,1
K84608-KMWY,SPRA_02,832
K84608-KMWY,SPRA_08,1
K84608-KMWY,SPRA_12,2
K84608-KMWY,SPRA_17,34
K84608-KMWY,SPRA_25,59
K84609-OMRW,SPRA_01,544
K84609-OMRW,SPRA_02,1
K84609-OMRW,SPRA_06,1
K84609-OMRW,SPRA_12,1
K84609-OMRW,SPRA_17,258
K84610-WMBK,SPRA_01,226
K84610-WMBK,SPRA_02,2
K84610-WMBK,SPRA_08,1
K84610-WMBK,SPRA_11,1
K84610-WMBK,SPRA_17,240
K84611-YMOR,SPRA_06,2
K84611-YMOR,SPRA_08,1
K84611-YMOR,SPRA_13,2
K84611-YMOR,SPRA_14,15
K84611-YMOR,SPRA_15,397
K84612-WMYB,SPRA_01,1
K84612-WMYB,SPRA_05,1
K84612-WMYB,SPRA_07,1
K84612-WMYB,SPRA_08,819
K84612-WMYB,SPRA_11,1
K84613-BMWY,SPRA_01,40
K84613-BMWY,SPRA_09,25
K84613-BMWY,SPRA_12,1
K84613-BMWY,SPRA_14,204
K84613-BMWY,SPRA_17,305
K84614-OMOB,SPRA_08,1995
K84615-RMRB,SPRA_01,402
K84615-RMRB,SPRA_09,90
K84615-RMRB,SPRA_14,1
K84615-RMRB,SPRA_17,115
K84616-KMRR,SPRA_15,303
K84617-RMYW,SPRA_02,743
K84617-RMYW,SPRA_15,4
K84617-RMYW,SPRA_25,17
K84620-OMYR,SPRA_05,185
K84620-OMYR,SPRA_07,21
K84620-OMYR,SPRA_08,1
K84620-OMYR,SPRA_09,5
K84621-YMWY,SPRA_01,4
K84621-YMWY,SPRA_02,674
K84621-YMWY,SPRA_05,2
K84621-YMWY,SPRA_06,1
K84621-YMWY,SPRA_16,3
K84621-YMWY,SPRA_17,400
K84622-KMRW,SPRA_02,172
K84622-KMRW,SPRA_17,174
K84623-BMBO,SPRA_05,448
K84623-BMBO,SPRA_07,286
K84624-KMOR,SPRA_02,1
K84624-KMOR,SPRA_05,442
K84624-KMOR,SPRA_06,2
K84624-KMOR,SPRA_07,13
K84624-KMOR,SPRA_08,2
K84624-KMOR,SPRA_09,1
K84624-KMOR,SPRA_12,4
K84624-KMOR,SPRA_14,4
K84624-KMOR,SPRA_17,10
K84624-KMOR,SPRA_23,321
K84625-OMWB,SPRA_08,2067
K84626-RMBK,SPRA_08,1474
K84626-RMBK,SPRA_09,16
K84627-WMKO,SPRA_05,1
K84627-WMKO,SPRA_08,745
K84627-WMKO,SPRA_09,30
K84627-WMKO,SPRA_13,1
K84628-YMRK,SPRA_08,957
K84629-BMKW,SPRA_11,3
K84630-KMWO,SPRA_08,1419
K84632-RMKY,SPRA_05,354
K84632-RMKY,SPRA_09,67
K84633-WMYR,SPRA_05,178
K84633-WMYR,SPRA_09,428
K84634-YMKK,SPRA_05,103
K84634-YMKK,SPRA_09,194
K84635-BMOB,SPRA_01,367
K84635-BMOB,SPRA_09,10
K84635-BMOB,SPRA_16,1
K84635-BMOB,SPRA_17,84
K84636-KMYB,SPRA_01,570
K84636-KMYB,SPRA_09,18
K84636-KMYB,SPRA_12,1
K84636-KMYB,SPRA_17,130
K84637-OMRK,SPRA_08,746
K84637-OMRK,SPRA_09,531
K84638-RMWR,SPRA_01,35
K84638-RMWR,SPRA_09,404
K84638-RMWR,SPRA_17,305
K84639-WMOK,SPRA_05,343
K84639-WMOK,SPRA_09,182
K84640-YMBO,SPRA_01,9
K84640-YMBO,SPRA_09,187
K84640-YMBO,SPRA_17,176
K84641-BMRO,SPRA_01,1575
K84641-BMRO,SPRA_08,1
K84641-BMRO,SPRA_12,1
K84641-BMRO,SPRA_17,168
K84642-KMBY,SPRA_01,1
K84642-KMBY,SPRA_12,1
K84642-KMBY,SPRA_14,72
K84642-KMBY,SPRA_16,1
K84642-KMBY,SPRA_17,177
K84643-OMKY,SPRA_01,1
K84643-OMKY,SPRA_14,21
K84643-OMKY,SPRA_15,116
K84643-OMKY,SPRA_16,2
K84644-RMBY,SPRA_01,2
K84644-RMBY,SPRA_07,1
K84644-RMBY,SPRA_08,1
K84644-RMBY,SPRA_10,1
K84644-RMBY,SPRA_12,1
K84644-RMBY,SPRA_15,379
K84645-WMOW,SPRA_11,9
K84645-WMOW,SPRA_13,3
K84645-WMOW,SPRA_15,1
K84646-YMOO,SPRA_08,837
K84646-YMOO,SPRA_09,180
K84646-YMOO,SPRA_13,4
K84647-BMWB,SPRA_01,5
K84647-BMWB,SPRA_09,1
K84647-BMWB,SPRA_15,244
K84647-BMWB,SPRA_24,1
K84648-YMBK,SPRA_11,1345
K84648-YMBK,SPRA_12,1
K84648-YMBK,SPRA_21,149
K84649-KMKB,SPRA_10,9
K84649-KMKB,SPRA_11,552
K84649-KMKB,SPRA_23,428
K84650-OMRB,SPRA_02,1
K84650-OMRB,SPRA_10,12
K84650-OMRB,SPRA_11,379
K84650-OMRB,SPRA_23,300
K84651-RMOW,SPRA_05,1
K84651-RMOW,SPRA_07,74
K84651-RMOW,SPRA_11,734
K84651-RMOW,SPRA_24,234
K84652-WMOR,SPRA_07,37
K84652-WMOR,SPRA_11,719
K84652-WMOR,SPRA_24,598
K84653-YMWB,SPRA_01,1
K84653-YMWB,SPRA_05,2
K84653-YMWB,SPRA_06,106
K84653-YMWB,SPRA_10,150
K84653-YMWB,SPRA_13,13
K84654-BMOY,SPRA_06,178
K84654-BMOY,SPRA_12,2
K84654-BMOY,SPRA_13,1215
K84655-KMRB,SPRA_06,98
K84655-KMRB,SPRA_12,1
K84655-KMRB,SPRA_13,1287
K84657-RMBR,SPRA_11,681
K84657-RMBR,SPRA_21,174
K84658-WMBO,SPRA_11,1610
K84658-WMBO,SPRA_21,331
K84659-YMOK,SPRA_05,1
K84659-YMOK,SPRA_09,2
K84659-YMOK,SPRA_12,2572
K84660-BMBR,SPRA_06,40
K84660-BMBR,SPRA_12,1000
K84660-BMBR,SPRA_13,29
K84660-BMBR,SPRA_15,1
K84661-KMWB,SPRA_05,4
K84661-KMWB,SPRA_12,1340
K84662-OMRY,SPRA_01,2
K84662-OMRY,SPRA_02,2
K84662-OMRY,SPRA_05,3
K84662-OMRY,SPRA_06,10
K84662-OMRY,SPRA_07,3
K84662-OMRY,SPRA_08,1
K84662-OMRY,SPRA_12,8
K84662-OMRY,SPRA_13,696
K84663-RMRY,SPRA_11,829
K84663-RMRY,SPRA_21,175
K84664-WMWB,SPRA_01,1
K84664-WMWB,SPRA_05,795
K84664-WMWB,SPRA_07,8
K84665-YMKO,SPRA_08,3
K84665-YMKO,SPRA_12,2435
K84665-YMKO,SPRA_13,1
K84667-KMOY,SPRA_06,112
K84667-KMOY,SPRA_13,926
K84668-OMBY,SPRA_06,202
K84668-OMBY,SPRA_08,2
K84668-OMBY,SPRA_12,4
K84668-OMBY,SPRA_13,1573
K84669-OMKR,SPRA_01,1
K84669-OMKR,SPRA_02,1
K84669-OMKR,SPRA_05,535
K84669-OMKR,SPRA_09,167
K84669-OMKR,SPRA_13,2
K84670-RMWY,SPRA_05,799
K84670-RMWY,SPRA_09,187
K84670-RMWY,SPRA_12,1
K84670-RMWY,SPRA_16,35
K84671-WMRY,SPRA_05,6
K84671-WMRY,SPRA_06,179
K84671-WMRY,SPRA_10,316
K84671-WMRY,SPRA_12,2
K84671-WMRY,SPRA_13,57
K84672-YMYO,SPRA_08,3
K84672-YMYO,SPRA_10,252
K84672-YMYO,SPRA_11,1
K84672-YMYO,SPRA_12,1
K84672-YMYO,SPRA_13,5
K84675-KMOB,SPRA_01,2
K84675-KMOB,SPRA_02,1
K84675-KMOB,SPRA_09,3
K84675-KMOB,SPRA_11,1
K84675-KMOB,SPRA_16,47
K84676-YMRO,SPRA_01,2
K84676-YMRO,SPRA_15,314
K84677-BMKR,SPRA_01,233
K84677-BMKR,SPRA_02,1
K84677-BMKR,SPRA_12,1
K84677-BMKR,SPRA_13,6
K84677-BMKR,SPRA_14,185
K84677-BMKR,SPRA_16,2
K84678-KMBO,SPRA_01,2
K84678-KMBO,SPRA_05,9
K84678-KMBO,SPRA_09,25
K84678-KMBO,SPRA_16,163
K84679-OMRO,SPRA_01,90
K84679-OMRO,SPRA_09,72
K84679-OMRO,SPRA_16,170
K84681-WMBR,SPRA_01,71
K84681-WMBR,SPRA_05,1
K84681-WMBR,SPRA_09,198
K84681-WMBR,SPRA_16,364
K84683-BMOW,SPRA_01,216
K84683-BMOW,SPRA_09,49
K84683-BMOW,SPRA_17,51
K84684-MBBY,MSTO_10,36
K84684-MBBY,MSTO_22,447
K84685-MRBO,MSTO_01,5
K84685-MRBO,SPRA_12,1
K84687-MYKO,MSTO_21,2
K84691-MBOY,MSTO_10,24
K84692-OMWO,SPRA_01,1
K84692-OMWO,SPRA_05,175
K84692-OMWO,SPRA_12,4
K84692-OMWO,SPRA_24,1
K84693-RMKB,SPRA_02,2
K84693-RMKB,SPRA_05,206
K84693-RMKB,SPRA_07,13
K84693-RMKB,SPRA_08,43
K84693-RMKB,SPRA_11,2
K84693-RMKB,SPRA_12,8
K84693-RMKB,SPRA_13,6
K84693-RMKB,SPRA_18,4
K84693-RMKB,SPRA_22,2
K84694-YMBR,SPRA_11,2
K84694-YMBR,SPRA_12,9
K84694-YMBR,SPRA_13,1
K84694-YMBR,SPRA_14,161
K84694-YMBR,SPRA_23,1
K84697-RMKR,SPRA_02,2
K84699-WMRK,SPRA_08,2
K84699-WMRK,SPRA_13,1
K84699-WMRK,SPRA_14,1
K88001-OMYY,SPRA_05,1
K88001-OMYY,SPRA_06,4
K88001-OMYY,SPRA_08,1
K88001-OMYY,SPRA_09,6
K88001-OMYY,SPRA_12,1
K88001-OMYY,SPRA_13,1
K88002-BMKY,MSTO_03,1
K88002-BMKY,MSTO_10,1
K88003-RMBB,SPRA_07,1
K88003-RMBB,SPRA_08,56
K88003-RMBB,SPRA_09,1
K88003-RMBB,SPRA_12,1
K88004-KKMR,MSTO_03,93
K88005-BOMO,MSTO_03,81
K88006-MYOW,MSTO_01,2
K88006-MYOW,MSTO_17,1
K88006-MYOW,MSTO_19,209
K88008-BMBB,SPRA_12,265
K88008-BMBB,SPRA_13,14
K88009-BMKK,SPRA_12,333
K88009-BMKK,SPRA_13,2
K88010-BMKB,SPRA_01,9
K88010-BMKB,SPRA_17,16
K88011-YMRB,SPRA_13,2
K88022-KMYR,SPRA_06,1
K88022-KMYR,SPRA_08,5
K88022-KMYR,SPRA_10,1
K88022-KMYR,SPRA_13,7
K88024-OMOY,SPRA_19,43
K88026-YRMB,MSTO_10,2
K88027-BMRR,SPRA_12,11
K88028-MWBW,MSTO_20,1
K88029-MORW,MSTO_25,34
K88030-YMBW,SPRA_18,5
K88030-YMBW,SPRA_19,2
K88031-BMRK,SPRA_18,136
K88031-BMRK,SPRA_19,4
K88032-KMOW,SPRA_18,207
K88032-KMOW,SPRA_19,13
K88033-OMYO,SPRA_18,246
K88033-OMYO,SPRA_19,5
K88034-RMKW,SPRA_18,262
K88034-RMKW,SPRA_19,11
K88035-WMRB,SPRA_17,4
K88036-RMOK,SPRA_18,13
K88036-RMOK,SPRA_19,2
K88037-KMKW,SPRA_18,5
K88037-KMKW,SPRA_19,3
K88038-OMBK,SPRA_19,12
K88039-RMYK,SPRA_20,7
K88040-WMOY,SPRA_19,13
K88044-YMBY,SPRA_19,42
K88046-YMRY,SPRA_20,15
K88048-YMKB,SPRA_20,23
K88048-YMKB,SPRA_22,90
K88049-BMBY,SPRA_19,2
K88050-KMRK,SPRA_18,9
K88050-KMRK,SPRA_19,3
K88051-OMWY,SPRA_19,10
K88052-RMYO,SPRA_18,5
K88052-RMYO,SPRA_19,5
K88053-WMRW,SPRA_20,21
K88053-WMRW,SPRA_22,191
K88054-YMOY,SPRA_20,111
K88056-OMBO,SPRA_20,10
K88056-OMBO,SPRA_22,36
K88057-OMWR,SPRA_20,3
K88059-WMYO,SPRA_20,3
