bird_id,colony,visit_count
K84649-KMKB,SPRA_24,140
K84649-KMKB,SPRA_26,2
K84650-OMRB,SPRA_03,546
K84650-OMRB,SPRA_23,70
K84650-OMRB,SPRA_24,73
K84650-OMRB,SPRA_26,1
K84651-RMOW,SPRA_03,1
K84651-RMOW,SPRA_24,25
K84651-RMOW,SPRA_26,102
K84652-WMOR,SPRA_03,363
K84652-WMOR,SPRA_06,2
K84652-WMOR,SPRA_23,6
K84652-WMOR,SPRA_24,16
K84652-WMOR,SPRA_26,1139
K84653-YMWB,SPRA_03,1354
K84653-YMWB,SPRA_06,95
K84654-BMOY,SPRA_06,408
K84654-BMOY,SPRA_12,1
K84654-BMOY,SPRA_13,739
K84654-BMOY,SPRA_35,375
K84655-KMRB,SPRA_06,214
K84655-KMRB,SPRA_13,314
K84655-KMRB,SPRA_35,243
K84658-WMBO,SPRA_03,1061
K84659-YMOK,SPRA_03,576
K84659-YMOK,SPRA_06,250
K84660-BMBR,SPRA_06,148
K84660-BMBR,SPRA_08,3
K84660-BMBR,SPRA_12,501
K84660-BMBR,SPRA_19,1
K84660-BMBR,SPRA_27,19
K84660-BMBR,SPRA_35,20
K84661-KMWB,SPRA_03,534
K84661-KMWB,SPRA_06,71
K84662-OMRY,SPRA_06,304
K84662-OMRY,SPRA_12,10
K84662-OMRY,SPRA_13,802
K84662-OMRY,SPRA_35,33
K84664-WMWB,SPRA_17,582
K84665-YMKO,SPRA_03,1
K84665-YMKO,SPRA_06,32
K84665-YMKO,SPRA_08,1
K84665-YMKO,SPRA_27,392
K84665-YMKO,SPRA_35,4
K84667-KMOY,SPRA_06,275
K84667-KMOY,SPRA_12,220
K84667-KMOY,SPRA_13,86
K84667-KMOY,SPRA_35,154
K84668-OMBY,SPRA_06,628
K84668-OMBY,SPRA_12,534
K84668-OMBY,SPRA_13,136
K84668-OMBY,SPRA_26,1
K84668-OMBY,SPRA_27,1
K84668-OMBY,SPRA_35,352
K84670-RMWY,SPRA_03,293
K84675-KMOB,SPRA_03,233
K84676-YMRO,SPRA_03,307
K84679-OMRO,SPRA_03,127
K84679-OMRO,SPRA_06,1
K84679-OMRO,SPRA_08,460
K84683-BMOW,SPRA_03,375
K84684-MBBY,MSTO_27,82
K84692-OMWO,SPRA_08,5
K84692-OMWO,SPRA_17,380
K88001-OMYY,SPRA_19,67
K88003-RMBB,MSTO_26,1
K88003-RMBB,SPRA_08,48
K88003-RMBB,SPRA_35,1
K88004-KKMR,SPRA_17,1284
K88004-KKMR,SPRA_18,9
K88004-KKMR,SPRA_31,3
K88006-MYOW,MSTO_26,553
K88006-MYOW,MSTO_28,170
K88008-BMBB,SPRA_05,1
K88008-BMBB,SPRA_06,37
K88008-BMBB,SPRA_08,2
K88008-BMBB,SPRA_12,20
K88008-BMBB,SPRA_13,22
K88008-BMBB,SPRA_23,2
K88008-BMBB,SPRA_24,2
K88008-BMBB,SPRA_26,6
K88008-BMBB,SPRA_27,104
K88008-BMBB,SPRA_35,84
K88009-BMKK,SPRA_06,11
K88009-BMKK,SPRA_12,416
K88009-BMKK,SPRA_13,22
K88009-BMKK,SPRA_27,184
K88009-BMKK,SPRA_35,3
K88009-BMKK,SPRA_36,1
K88009-BMKK,SPRA_37,1
K88010-BMKB,SPRA_03,195
K88010-BMKB,SPRA_17,241
K88010-BMKB,SPRA_37,1
K88022-KMYR,SPRA_03,12
K88022-KMYR,SPRA_05,4
K88022-KMYR,SPRA_06,11
K88022-KMYR,SPRA_08,1
K88022-KMYR,SPRA_17,72
K88022-KMYR,SPRA_19,1
K88022-KMYR,SPRA_36,2
K88024-OMOY,SPRA_19,71
K88024-OMOY,SPRA_30,5
K88026-YRMB,MSTO_28,446
K88029-MORW,MSTO_03,97
K88029-MORW,MSTO_04,2
K88029-MORW,MSTO_26,318
K88029-MORW,MSTO_28,1
K88033-OMYO,SPRA_18,508
K88036-RMOK,SPRA_03,1
K88036-RMOK,SPRA_18,475
K88038-OMBK,SPRA_19,193
K88038-OMBK,SPRA_30,8
K88039-RMYK,SPRA_20,112
K88039-RMYK,SPRA_22,699
K88039-RMYK,SPRA_28,2
K88039-RMYK,SPRA_30,5
K88040-WMOY,SPRA_18,152
K88040-WMOY,SPRA_31,1
K88047-YMYR,SPRA_19,1489
K88049-BMBY,SPRA_19,13
K88053-WMRW,SPRA_20,62
K88053-WMRW,SPRA_22,146
K88053-WMRW,SPRA_28,1
K88053-WMRW,SPRA_30,13
K88054-YMOY,SPRA_05,2
K88054-YMOY,SPRA_17,381
K88054-YMOY,SPRA_20,118
K88054-YMOY,SPRA_22,26
K88054-YMOY,SPRA_28,21
K88054-YMOY,SPRA_30,260
K88054-YMOY,SPRA_37,1
K88057-OMWR,SPRA_28,197
K88059-WMYO,SPRA_28,340
XL1401-_ _RO,MSTO_26,270
XL1402-MOOP,MSTO_26,106
XL1402-MOOP,MSTO_28,253
XL1403-MYYP,MSTO_03,6
XL1406-YMKY,SPRA_03,283
XL1406-YMKY,SPRA_06,1
XL1406-YMKY,SPRA_08,1
XL1412-BMOP,SPRA_38,2
XL1413-WMKB,SPRA_08,8
XL1413-WMKB,SPRA_21,2
XL1414-PMKB,MSTO_28,3
XL1415-WMBY,SPRA_32,1
XL1415-WMBY,SPRA_33,2
XL1415-WMBY,SPRA_34,600
XL1420-PMWR,SPRA_03,6
XL1420-PMWR,SPRA_13,1
XL1420-PMWR,SPRA_21,1082
XL1420-PMWR,SPRA_38,263
XL1421-BMWP,SPRA_03,7
XL1421-BMWP,SPRA_21,1362
XL1421-BMWP,SPRA_32,2
XL1421-BMWP,SPRA_38,85
XL1422-OMPO,SPRA_21,48
XL1423-RMBO,SPRA_03,2
XL1423-RMBO,SPRA_21,1488
XL1424-KMYW,SPRA_21,590
XL1425-KMPK,SPRA_32,767
XL1425-KMPK,SPRA_38,117
XL1427-PMRW,SPRA_03,282
XL1427-PMRW,SPRA_32,2
XL1428-RMPR,SPRA_03,20
XL1428-RMPR,SPRA_17,326
XL1428-RMPR,SPRA_19,1
XL1429-PMKW,SPRA_32,687
XL1430-KMRP,SPRA_03,2
XL1430-KMRP,SPRA_32,622
XL1430-KMRP,SPRA_38,62
XL1431-BMBP,MSTO_27,1
XL1431-BMBP,SPRA_18,1
XL1431-BMBP,SPRA_32,327
XL1431-BMBP,SPRA_38,3
XL1432-OMKP,SPRA_32,392
XL1433-PMBR,SPRA_32,998
XL1433-PMBR,SPRA_38,262
XL1434-PMPY,SPRA_33,9
XL1435-OMKO,SPRA_32,1
XL1435-OMKO,SPRA_33,8
XL1435-OMKO,SPRA_34,887
XL1435-OMKO,SPRA_38,152
XL1436-WMWR,SPRA_33,1
XL1436-WMWR,SPRA_34,24
XL1437-RMBW,SPRA_33,3
XL1437-RMBW,SPRA_34,738
XL1437-RMBW,SPRA_38,138
XL1438-YMOB,SPRA_34,946
XL1439-KMOK,SPRA_34,256
XL1440-RMRO,SPRA_03,176
XL1440-RMRO,SPRA_26,3
XL1440-RMRO,SPRA_27,4
XL1442-WMYW,SPRA_34,558
XL1443-OMPY,SPRA_19,148
XL1444-WMPK,SPRA_19,157
XL1445-PMOB,SPRA_19,2259
XL1446-YMRW,SPRA_03,5
XL1446-YMRW,SPRA_17,22
XL1446-YMRW,SPRA_19,3
XL1446-YMRW,SPRA_20,654
XL1446-YMRW,SPRA_28,11
XL1446-YMRW,SPRA_30,144
XL1448-PMYK,SPRA_18,159
XL1448-PMYK,SPRA_28,1
XL1450-WMRW,SPRA_18,2
XL1450-WMRW,SPRA_20,99
XL1450-WMRW,SPRA_22,95
XL1450-WMRW,SPRA_28,5
XL1451-WMOB,SPRA_19,59
XL1452-PMKR,SPRA_19,122
XL1453-OMYP,SPRA_19,144
XL1454-WMRP,SPRA_19,231
XL1455-BMWO,SPRA_28,1630
XL1457-BMYK,SPRA_18,291
XL1463-YMWO,SPRA_28,1522
XL1465-OMKW,SPRA_26,1
XL1465-OMKW,SPRA_33,232
XL1465-OMKW,SPRA_34,72
XL1465-OMKW,SPRA_38,327
XL1466-PMWY,SPRA_33,78
XL1466-PMWY,SPRA_34,11
XL1466-PMWY,SPRA_35,1
XL1466-PMWY,SPRA_38,187
XL1474-OMYW,SPRA_03,1825
XL1482-WMWY,SPRA_03,1
XL1482-WMWY,SPRA_21,114
XL1482-WMWY,SPRA_34,1062
XL1483-OMOP,SPRA_21,1
XL1483-OMOP,SPRA_34,433
XL1484-RMOR,SPRA_03,1
XL1484-RMOR,SPRA_21,3
XL1484-RMOR,SPRA_31,111
XL1484-RMOR,SPRA_32,11
XL1484-RMOR,SPRA_33,1
XL1485-OMPW,MSTO_27,92
XL1485-OMPW,MSTO_28,2
XL1499-BMBW,MSTO_26,1
XL1499-BMBW,MSTO_28,1
XL1499-BMBW,SPRA_13,1
XL1506-MRYP,MSTO_27,295
XL1507-MBOP,MSTO_27,488
XL1514-MWOK,MSTO_26,533
XL1550-YMKW,SPRA_31,20
XL1555-WMPO,SPRA_18,1
XL1555-WMPO,SPRA_19,1
XL1555-WMPO,SPRA_31,158
XL1559-MPKP,MSTO_27,180
