bird_id,colony,visit_count
K84518-MWRB,MSTO_01,437
K84519-MBWR,MSTO_01,24
K84519-MBWR,MSTO_03,2
K84519-MBWR,MSTO_05,133
K84519-MBWR,MSTO_06,225
K84519-MBWR,MSTO_09,3
K84520-MYYB,MSTO_01,1
K84520-MYYB,MSTO_06,517
K84520-MYYB,MSTO_08,1
K84520-MYYB,MSTO_09,46
K84521-MKYO,MSTO_01,366
K84522-MBKO,MSTO_01,288
K84522-MBKO,MSTO_06,9
K84522-MBKO,MSTO_09,1261
K84523-MOWY,MSTO_01,74
K84523-MOWY,MSTO_13,543
K84525-MBBO,MSTO_03,1
K84525-MBBO,MSTO_04,628
K84526-MRYW,MSTO_07,1
K84526-MRYW,MSTO_09,559
K84527-MKKO,MSTO_04,718
K84527-MKKO,MSTO_05,7
K84528-MBRW,MSTO_08,1
K84528-MBRW,MSTO_09,183
K84529-MKYW,MSTO_07,1
K84529-MKYW,MSTO_08,864
K84529-MKYW,MSTO_09,1170
K84530-MRKR,MSTO_09,317
K84530-MRKR,MSTO_11,1
K84531-MWRO,MSTO_08,9
K84531-MWRO,MSTO_09,281
K84532-MBWY,MSTO_01,7
K84532-MBWY,MSTO_06,2
K84532-MBWY,MSTO_07,520
K84532-MBWY,MSTO_17,2
K84533-MOBK,MSTO_07,544
K84534-MYWR,MSTO_09,5
K84534-MYWR,MSTO_11,1894
K84535-MOKR,MSTO_09,3138
K84536-MBYK,MSTO_06,5
K84536-MBYK,MSTO_09,2359
K84537-MORB,MSTO_06,10
K84537-MORB,MSTO_08,1
K84537-MORB,MSTO_09,1825
K84538-MORO,MSTO_01,281
K84538-MORO,MSTO_03,5
K84538-MORO,MSTO_05,4
K84538-MORO,MSTO_06,3
K84538-MORO,MSTO_07,323
K84538-MORO,MSTO_09,3
K84538-MORO,MSTO_12,1
K84538-MORO,MSTO_13,1
K84539-MRBW,MSTO_04,10
K84539-MRBW,MSTO_11,1132
K84540-MWYW,MSTO_10,1
K84540-MWYW,MSTO_11,915
K84542-MBKY,MSTO_10,1104
K84543-MYKR,MSTO_04,5
K84543-MYKR,MSTO_11,473
K84544-MBBR,MSTO_07,2
K84544-MBBR,MSTO_08,4
K84544-MBBR,MSTO_10,1403
K84544-MBBR,MSTO_11,1
K84545-MYRK,MSTO_04,6
K84545-MYRK,MSTO_11,1553
K84546-MBOR,MSTO_01,4
K84546-MBOR,MSTO_06,1
K84546-MBOR,MSTO_10,1
K84546-MBOR,MSTO_11,1422
K84547-MYKB,MSTO_04,5
K84547-MYKB,MSTO_11,2217
K84548-MWYR,MSTO_07,3
K84548-MWYR,MSTO_10,784
K84549-MKBK,MSTO_12,432
K84550-MOOY,MSTO_10,369
K84550-MOOY,MSTO_11,1
K84551-MWWR,MSTO_08,110
K84551-MWWR,MSTO_09,1
K84551-MWWR,MSTO_11,1
K84551-MWWR,MSTO_12,62
K84552-MRRY,MSTO_08,1851
K84552-MRRY,MSTO_12,158
K84553-MWRK,MSTO_08,1
K84553-MWRK,MSTO_12,694
K84554-MRRW,MSTO_12,63
K84555-MWWY,MSTO_08,170
K84555-MWWY,MSTO_11,2
K84555-MWWY,MSTO_12,44
K84555-MWWY,MSTO_14,1
K84556-MRYR,MSTO_05,385
K84556-MRYR,MSTO_13,1
K84557-MBKR,MSTO_04,128
K84558-MOYW,MSTO_04,1511
K84559-MYBY,MSTO_01,56
K84559-MYBY,MSTO_04,370
K84559-MYBY,MSTO_05,2
K84559-MYBY,MSTO_06,4
K84559-MYBY,MSTO_13,1
K84560-MKKK,MSTO_08,1274
K84560-MKKK,MSTO_09,2472
K84561-MKRB,MSTO_07,183
K84561-MKRB,MSTO_09,11
K84562-MBBW,MSTO_11,244
K84563-MBRK,MSTO_05,109
K84563-MBRK,MSTO_08,2
K84565-MRWK,MSTO_01,78
K84566-MKRR,MSTO_01,1
K84566-MKRR,MSTO_04,5
K84566-MKRR,MSTO_09,1
K84568-MKKW,MSTO_06,1
K84569-MORY,MSTO_12,128
K84569-MORY,MSTO_14,1114
K84570-MBOB,MSTO_09,307
K84571-MKWB,MSTO_09,569
K84573-MKOO,MSTO_07,106
K84574-MKBR,MSTO_11,1967
K84575-MRRB,MSTO_08,1458
K84576-MKBB,MSTO_12,46
K84576-MKBB,MSTO_14,70
K84577-MWKK,MSTO_12,33
K84577-MWKK,MSTO_14,28
K84578-MBOO,MSTO_12,36
K84578-MBOO,MSTO_14,5
K84582-MOYY,MSTO_11,602
K84583-MRWW,MSTO_11,316
K84584-RRMR,MSTO_10,1
K84584-RRMR,MSTO_11,41
K84585-YYMY,MSTO_10,1
K84585-YYMY,MSTO_11,114
K84590-MWKW,MSTO_08,15
K84590-MWKW,MSTO_09,820
K84593-MRKK,MSTO_03,1
K84593-MRKK,MSTO_08,207
K84594-MWBB,MSTO_07,17
K84594-MWBB,MSTO_08,6
K84597-YYMK,MSTO_03,96
K84598-MYOB,MSTO_05,2
